Epoch	Dice_Train	Dice_Val	AUC	Dice_11	Dice_22	Dice_33	AUC_1	AUC_2	AUC_3	
124	0.764502	0.605611	0.500000	0.798186	0.759657	0.258988	0.500000	0.500000	0.500000	
125	0.768072	0.577668	0.500000	0.715319	0.716685	0.301000	0.500000	0.500000	0.500000	
126	0.758056	0.561237	0.500000	0.743351	0.740941	0.199419	0.500000	0.500000	0.500000	
127	0.768269	0.610458	0.500000	0.621729	0.651986	0.557660	0.500000	0.500000	0.500000	
128	0.726087	0.640984	0.500000	0.784691	0.667795	0.470465	0.500000	0.500000	0.500000	
129	0.784613	0.635181	0.500000	0.680058	0.731767	0.493719	0.500000	0.500000	0.500000	
130	0.770505	0.598659	0.500000	0.795537	0.471242	0.529197	0.500000	0.500000	0.500000	
131	0.768427	0.659650	0.500000	0.732447	0.703928	0.542575	0.500000	0.500000	0.500000	
132	0.760630	0.530380	0.500000	0.542802	0.692972	0.355367	0.500000	0.500000	0.500000	
133	0.749099	0.613742	0.500000	0.547164	0.731360	0.562702	0.500000	0.500000	0.500000	
134	0.777766	0.568618	0.500000	0.534928	0.698794	0.472132	0.500000	0.500000	0.500000	
135	0.744198	0.504024	0.500000	0.299252	0.657875	0.554947	0.500000	0.500000	0.500000	
136	0.755039	0.667041	0.500000	0.727062	0.700379	0.573682	0.500000	0.500000	0.500000	
137	0.767639	0.584428	0.500000	0.743975	0.616365	0.392943	0.500000	0.500000	0.500000	
138	0.757811	0.647241	0.500000	0.810707	0.671090	0.459927	0.500000	0.500000	0.500000	
139	0.757674	0.527263	0.500000	0.550680	0.754129	0.276978	0.500000	0.500000	0.500000	
140	0.757028	0.693578	0.500000	0.744106	0.736256	0.600372	0.500000	0.500000	0.500000	
141	0.755165	0.600083	0.500000	0.638437	0.705461	0.456350	0.500000	0.500000	0.500000	
142	0.774749	0.600112	0.500000	0.729747	0.714284	0.356304	0.500000	0.500000	0.500000	
143	0.740848	0.605646	0.500000	0.597399	0.716175	0.503364	0.500000	0.500000	0.500000	
144	0.764177	0.556317	0.500000	0.721070	0.753849	0.194031	0.500000	0.500000	0.500000	
145	0.730443	0.586192	0.500000	0.713619	0.616114	0.428843	0.500000	0.500000	0.500000	
146	0.771927	0.531884	0.500000	0.617379	0.532263	0.446010	0.500000	0.500000	0.500000	
