Epoch	Dice_Train	Dice_Val	AUC	Dice_11	Dice_22	Dice_33	AUC_1	AUC_2	AUC_3	
097	0.735209	0.535337	0.500000	0.615295	0.457854	0.532862	0.500000	0.500000	0.500000	
098	0.735437	0.651798	0.500000	0.627876	0.643602	0.683915	0.500000	0.500000	0.500000	
099	0.757144	0.404119	0.500000	0.591839	0.479452	0.141067	0.500000	0.500000	0.500000	
100	0.739092	0.486533	0.500000	0.744990	0.447207	0.267402	0.500000	0.500000	0.500000	
101	0.716982	0.563614	0.500000	0.614268	0.490206	0.586369	0.500000	0.500000	0.500000	
102	0.759733	0.439938	0.500000	0.556554	0.436666	0.326595	0.500000	0.500000	0.500000	
103	0.751558	0.487958	0.500000	0.500416	0.409144	0.554314	0.500000	0.500000	0.500000	
104	0.661284	0.581213	0.500000	0.549656	0.577006	0.616978	0.500000	0.500000	0.500000	
105	0.740138	0.398624	0.500000	0.665620	0.526355	0.003896	0.500000	0.500000	0.500000	
106	0.729560	0.589728	0.500000	0.681522	0.694899	0.392762	0.500000	0.500000	0.500000	
107	0.755895	0.623413	0.500000	0.642983	0.542852	0.684406	0.500000	0.500000	0.500000	
108	0.780641	0.535336	0.500000	0.613650	0.504595	0.487763	0.500000	0.500000	0.500000	
109	0.740296	0.600975	0.500000	0.586649	0.582511	0.633764	0.500000	0.500000	0.500000	
110	0.772662	0.647015	0.500000	0.758519	0.550963	0.631562	0.500000	0.500000	0.500000	
111	0.759295	0.623750	0.500000	0.712233	0.522228	0.636788	0.500000	0.500000	0.500000	
112	0.765585	0.617697	0.500000	0.599863	0.574261	0.678967	0.500000	0.500000	0.500000	
113	0.763334	0.588170	0.500000	0.648377	0.516296	0.599838	0.500000	0.500000	0.500000	
114	0.780521	0.551449	0.500000	0.602633	0.482607	0.569106	0.500000	0.500000	0.500000	
115	0.714067	0.495214	0.500000	0.622754	0.415013	0.447874	0.500000	0.500000	0.500000	
116	0.770208	0.523513	0.500000	0.561761	0.507971	0.500806	0.500000	0.500000	0.500000	
117	0.761132	0.528849	0.500000	0.571419	0.473801	0.541327	0.500000	0.500000	0.500000	
118	0.769311	0.588691	0.500000	0.600092	0.538682	0.627299	0.500000	0.500000	0.500000	
119	0.774516	0.561258	0.500000	0.506636	0.533665	0.643473	0.500000	0.500000	0.500000	
120	0.752509	0.525476	0.500000	0.456556	0.570535	0.549336	0.500000	0.500000	0.500000	
121	0.710630	0.593278	0.500000	0.802508	0.469312	0.508015	0.500000	0.500000	0.500000	
122	0.765024	0.588767	0.500000	0.584330	0.502462	0.679508	0.500000	0.500000	0.500000	
123	0.758001	0.596026	0.500000	0.563911	0.532395	0.691774	0.500000	0.500000	0.500000	
124	0.766253	0.526339	0.500000	0.657011	0.564405	0.357602	0.500000	0.500000	0.500000	
125	0.749895	0.623691	0.500000	0.793693	0.517364	0.560016	0.500000	0.500000	0.500000	
126	0.716013	0.469129	0.500000	0.724636	0.436285	0.246466	0.500000	0.500000	0.500000	
127	0.761408	0.660693	0.500000	0.723140	0.697409	0.561530	0.500000	0.500000	0.500000	
128	0.782006	0.536268	0.500000	0.649016	0.488845	0.470944	0.500000	0.500000	0.500000	
129	0.774139	0.548563	0.500000	0.605982	0.491110	0.548597	0.500000	0.500000	0.500000	
130	0.779328	0.470522	0.500000	0.597501	0.416542	0.397522	0.500000	0.500000	0.500000	
131	0.715209	0.448011	0.500000	0.468908	0.473857	0.401268	0.500000	0.500000	0.500000	
132	0.744619	0.532940	0.500000	0.616092	0.454583	0.528145	0.500000	0.500000	0.500000	
133	0.762784	0.606095	0.500000	0.550070	0.516239	0.751977	0.500000	0.500000	0.500000	
134	0.801857	0.545423	0.500000	0.546416	0.491280	0.598572	0.500000	0.500000	0.500000	
135	0.780602	0.529269	0.500000	0.510145	0.499212	0.578451	0.500000	0.500000	0.500000	
136	0.745839	0.510181	0.500000	0.601900	0.502578	0.426064	0.500000	0.500000	0.500000	
137	0.781337	0.544086	0.500000	0.578021	0.472305	0.581931	0.500000	0.500000	0.500000	
138	0.786744	0.491202	0.500000	0.555984	0.393184	0.524438	0.500000	0.500000	0.500000	
139	0.755903	0.471458	0.500000	0.700394	0.411402	0.302578	0.500000	0.500000	0.500000	
140	0.759367	0.538099	0.500000	0.590581	0.499803	0.523913	0.500000	0.500000	0.500000	
141	0.753132	0.649015	0.500000	0.687475	0.547309	0.712262	0.500000	0.500000	0.500000	
142	0.807357	0.576749	0.500000	0.738564	0.503817	0.487865	0.500000	0.500000	0.500000	
143	0.768768	0.551327	0.500000	0.591270	0.492271	0.570439	0.500000	0.500000	0.500000	
144	0.748285	0.583018	0.500000	0.592571	0.490097	0.666387	0.500000	0.500000	0.500000	
145	0.787081	0.541545	0.500000	0.539204	0.499929	0.585502	0.500000	0.500000	0.500000	
146	0.784364	0.535847	0.500000	0.590278	0.465190	0.552074	0.500000	0.500000	0.500000	
147	0.769758	0.449043	0.500000	0.487798	0.531665	0.327665	0.500000	0.500000	0.500000	
148	0.775325	0.526714	0.500000	0.631305	0.466100	0.482739	0.500000	0.500000	0.500000	
149	0.791915	0.532277	0.500000	0.638050	0.500076	0.458706	0.500000	0.500000	0.500000	
